"","X","Periodo","Renta.anual.neta.media.por.persona.y.por.unidad.de.consumo","Edad","Sexo","value"
"1293",1293,2020,"Renta media por persona (con alquiler imputado)","65 y más años","Mujeres",17017
"1294",1294,2019,"Renta media por persona (con alquiler imputado)","65 y más años","Mujeres",16311
"1295",1295,2018,"Renta media por persona (con alquiler imputado)","65 y más años","Mujeres",15477
"1296",1296,2017,"Renta media por persona (con alquiler imputado)","65 y más años","Mujeres",15211
"1297",1297,2016,"Renta media por persona (con alquiler imputado)","65 y más años","Mujeres",14956
"1298",1298,2015,"Renta media por persona (con alquiler imputado)","65 y más años","Mujeres",14537
"1299",1299,2014,"Renta media por persona (con alquiler imputado)","65 y más años","Mujeres",14819
"1300",1300,2013,"Renta media por persona (con alquiler imputado)","65 y más años","Mujeres",14233
"1301",1301,2012,"Renta media por persona (con alquiler imputado)","65 y más años","Mujeres",14327
"1302",1302,2011,"Renta media por persona (con alquiler imputado)","65 y más años","Mujeres",13936
"1303",1303,2010,"Renta media por persona (con alquiler imputado)","65 y más años","Mujeres",14533
"1304",1304,2009,"Renta media por persona (con alquiler imputado)","65 y más años","Mujeres",14219
"1305",1305,2008,"Renta media por persona (con alquiler imputado)","65 y más años","Mujeres",13437
"1306",1306,2022,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Mujeres",22425
"1307",1307,2021,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Mujeres",21821
"1308",1308,2020,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Mujeres",21466
"1309",1309,2019,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Mujeres",20550
"1310",1310,2018,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Mujeres",19506
"1311",1311,2017,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Mujeres",19161
"1312",1312,2016,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Mujeres",18795
"1313",1313,2015,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Mujeres",18326
"1314",1314,2014,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Mujeres",18680
"1315",1315,2013,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Mujeres",18053
"1316",1316,2012,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Mujeres",18239
"1317",1317,2011,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Mujeres",17764
"1318",1318,2010,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Mujeres",18618
"1319",1319,2009,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Mujeres",18194
"1320",1320,2008,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Mujeres",17187
"1321",1321,2022,"Renta neta media por persona","Menos de 18 años","Mujeres",9799
"1322",1322,2021,"Renta neta media por persona","Menos de 18 años","Mujeres",9197
"1323",1323,2020,"Renta neta media por persona","Menos de 18 años","Mujeres",9238
"1324",1324,2019,"Renta neta media por persona","Menos de 18 años","Mujeres",8917
"1325",1325,2018,"Renta neta media por persona","Menos de 18 años","Mujeres",8830
"1326",1326,2017,"Renta neta media por persona","Menos de 18 años","Mujeres",8439
"1327",1327,2016,"Renta neta media por persona","Menos de 18 años","Mujeres",8136
"1328",1328,2015,"Renta neta media por persona","Menos de 18 años","Mujeres",7962
"1329",1329,2014,"Renta neta media por persona","Menos de 18 años","Mujeres",7811
"1330",1330,2013,"Renta neta media por persona","Menos de 18 años","Mujeres",7847
"1331",1331,2012,"Renta neta media por persona","Menos de 18 años","Mujeres",8165
"1332",1332,2011,"Renta neta media por persona","Menos de 18 años","Mujeres",8187
"1333",1333,2010,"Renta neta media por persona","Menos de 18 años","Mujeres",8264
"1334",1334,2009,"Renta neta media por persona","Menos de 18 años","Mujeres",8341
"1335",1335,2008,"Renta neta media por persona","Menos de 18 años","Mujeres",7976
"1336",1336,2022,"Renta media por unidad de consumo","Menos de 18 años","Mujeres",17557
"1337",1337,2021,"Renta media por unidad de consumo","Menos de 18 años","Mujeres",16463
"1338",1338,2020,"Renta media por unidad de consumo","Menos de 18 años","Mujeres",16489
"1339",1339,2019,"Renta media por unidad de consumo","Menos de 18 años","Mujeres",15932
"1340",1340,2018,"Renta media por unidad de consumo","Menos de 18 años","Mujeres",15784
"1341",1341,2017,"Renta media por unidad de consumo","Menos de 18 años","Mujeres",15069
"1342",1342,2016,"Renta media por unidad de consumo","Menos de 18 años","Mujeres",14539
"1343",1343,2015,"Renta media por unidad de consumo","Menos de 18 años","Mujeres",14225
"1344",1344,2014,"Renta media por unidad de consumo","Menos de 18 años","Mujeres",13949
"1345",1345,2013,"Renta media por unidad de consumo","Menos de 18 años","Mujeres",13998
"1346",1346,2012,"Renta media por unidad de consumo","Menos de 18 años","Mujeres",14623
"1347",1347,2011,"Renta media por unidad de consumo","Menos de 18 años","Mujeres",14653
"1348",1348,2010,"Renta media por unidad de consumo","Menos de 18 años","Mujeres",14730
"1349",1349,2009,"Renta media por unidad de consumo","Menos de 18 años","Mujeres",14952
"1350",1350,2008,"Renta media por unidad de consumo","Menos de 18 años","Mujeres",14240
"1351",1351,2022,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Mujeres",11059
"1352",1352,2021,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Mujeres",10394
"1353",1353,2020,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Mujeres",10393
"1354",1354,2019,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Mujeres",10036
"1355",1355,2018,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Mujeres",9940
"1356",1356,2017,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Mujeres",9506
"1357",1357,2016,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Mujeres",9119
"1358",1358,2015,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Mujeres",8907
"1359",1359,2014,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Mujeres",8767
"1360",1360,2013,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Mujeres",8720
"1361",1361,2012,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Mujeres",9059
"1362",1362,2011,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Mujeres",9209
"1363",1363,2010,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Mujeres",9244
"1364",1364,2009,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Mujeres",9168
"1365",1365,2008,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Mujeres",8838
"1366",1366,2022,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Mujeres",19794
"1367",1367,2021,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Mujeres",18587
"1368",1368,2020,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Mujeres",18533
"1369",1369,2019,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Mujeres",17909
"1370",1370,2018,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Mujeres",17743
"1371",1371,2017,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Mujeres",16952
"1372",1372,2016,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Mujeres",16276
"1373",1373,2015,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Mujeres",15896
"1374",1374,2014,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Mujeres",15635
"1375",1375,2013,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Mujeres",15541
"1376",1376,2012,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Mujeres",16207
"1377",1377,2011,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Mujeres",16465
"1378",1378,2010,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Mujeres",16467
"1379",1379,2009,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Mujeres",16423
"1380",1380,2008,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Mujeres",15766
"1381",1381,2022,"Renta neta media por persona","De 18 a 64 años","Mujeres",13078
"1382",1382,2021,"Renta neta media por persona","De 18 a 64 años","Mujeres",12361
"1383",1383,2020,"Renta neta media por persona","De 18 a 64 años","Mujeres",12374
"1384",1384,2019,"Renta neta media por persona","De 18 a 64 años","Mujeres",11819
"1385",1385,2018,"Renta neta media por persona","De 18 a 64 años","Mujeres",11561
"1386",1386,2017,"Renta neta media por persona","De 18 a 64 años","Mujeres",11305
"1387",1387,2016,"Renta neta media por persona","De 18 a 64 años","Mujeres",10871
"1388",1388,2015,"Renta neta media por persona","De 18 a 64 años","Mujeres",10549
"1389",1389,2014,"Renta neta media por persona","De 18 a 64 años","Mujeres",10528
"1390",1390,2013,"Renta neta media por persona","De 18 a 64 años","Mujeres",10848
"1391",1391,2012,"Renta neta media por persona","De 18 a 64 años","Mujeres",11148
"1392",1392,2011,"Renta neta media por persona","De 18 a 64 años","Mujeres",11332
"1393",1393,2010,"Renta neta media por persona","De 18 a 64 años","Mujeres",11870
"1394",1394,2009,"Renta neta media por persona","De 18 a 64 años","Mujeres",11705
"1395",1395,2008,"Renta neta media por persona","De 18 a 64 años","Mujeres",11239
"1396",1396,2022,"Renta media por unidad de consumo","De 18 a 64 años","Mujeres",19453
"1397",1397,2021,"Renta media por unidad de consumo","De 18 a 64 años","Mujeres",18353
"1398",1398,2020,"Renta media por unidad de consumo","De 18 a 64 años","Mujeres",18362
"1399",1399,2019,"Renta media por unidad de consumo","De 18 a 64 años","Mujeres",17598
"1400",1400,2018,"Renta media por unidad de consumo","De 18 a 64 años","Mujeres",17208
"1401",1401,2017,"Renta media por unidad de consumo","De 18 a 64 años","Mujeres",16798
"1402",1402,2016,"Renta media por unidad de consumo","De 18 a 64 años","Mujeres",16144
"1403",1403,2015,"Renta media por unidad de consumo","De 18 a 64 años","Mujeres",15707
"1404",1404,2014,"Renta media por unidad de consumo","De 18 a 64 años","Mujeres",15696
"1405",1405,2013,"Renta media por unidad de consumo","De 18 a 64 años","Mujeres",16147
"1406",1406,2012,"Renta media por unidad de consumo","De 18 a 64 años","Mujeres",16636
"1407",1407,2011,"Renta media por unidad de consumo","De 18 a 64 años","Mujeres",16936
"1408",1408,2010,"Renta media por unidad de consumo","De 18 a 64 años","Mujeres",17731
"1409",1409,2009,"Renta media por unidad de consumo","De 18 a 64 años","Mujeres",17660
"1410",1410,2008,"Renta media por unidad de consumo","De 18 a 64 años","Mujeres",16951
"1411",1411,2022,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Mujeres",14972
"1412",1412,2021,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Mujeres",14200
"1413",1413,2020,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Mujeres",14155
"1414",1414,2019,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Mujeres",13536
"1415",1415,2018,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Mujeres",13243
"1416",1416,2017,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Mujeres",12932
"1417",1417,2016,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Mujeres",12389
"1418",1418,2015,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Mujeres",11997
"1419",1419,2014,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Mujeres",12000
"1420",1420,2013,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Mujeres",12213
"1421",1421,2012,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Mujeres",12586
"1422",1422,2011,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Mujeres",12889
"1423",1423,2010,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Mujeres",13431
"1424",1424,2009,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Mujeres",13077
"1425",1425,2008,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Mujeres",12644
"1426",1426,2022,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Mujeres",22165
"1427",1427,2021,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Mujeres",20979
"1428",1428,2020,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Mujeres",20907
"1429",1429,2019,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Mujeres",20058
"1430",1430,2018,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Mujeres",19625
"1431",1431,2017,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Mujeres",19134
"1432",1432,2016,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Mujeres",18318
"1433",1433,2015,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Mujeres",17787
"1434",1434,2014,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Mujeres",17814
"1435",1435,2013,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Mujeres",18109
"1436",1436,2012,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Mujeres",18692
"1437",1437,2011,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Mujeres",19170
"1438",1438,2010,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Mujeres",19971
"1439",1439,2009,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Mujeres",19647
"1440",1440,2008,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Mujeres",18999
